transaction_id,customer_id,product_name,category,price,quantity,transaction_date,total_amount
TX100100,CUST1046,Laptop,Electronics,849.99,1,2026-04-04 01:15:18,849.99
TX100101,CUST1130,Headphones,Electronics,76.49,2,2026-03-16 16:33:18,152.98
TX100102,CUST1132,Notebook,Stationery,2.54,1,2026-03-30 03:56:18,2.54
TX100103,CUST1093,Coffee Maker,Appliances,44.99,1,2026-05-16 09:34:18,44.99
TX100104,CUST1187,Headphones,Electronics,89.99,1,2026-03-19 02:53:18,89.99
TX100105,CUST1159,Toaster,Appliances,26.99,3,2026-05-14 09:10:18,80.97
TX100106,CUST1069,Pen Set,Stationery,4.24,3,2026-03-04 13:28:18,12.72
TX100107,CUST1069,Notebook,Stationery,2.99,3,2026-03-09 08:03:18,8.97
TX100108,CUST1080,Toaster,Appliances,26.99,3,2026-03-25 23:26:18,80.97
TX100109,CUST1053,Notebook,Stationery,2.99,3,2026-04-26 16:21:18,8.97
TX100110,CUST1028,Laptop,Electronics,899.99,3,2026-04-02 22:25:18,2699.97
TX100111,CUST1110,Notebook,Stationery,2.99,3,2026-05-20 15:54:18,8.97
TX100112,CUST1196,Desk Chair,Furniture,149.99,1,2026-03-10 17:19:18,149.99
TX100113,CUST1010,Desk Chair,Furniture,134.99,3,2026-05-14 15:12:18,404.97
TX100114,CUST1042,Pen Set,Stationery,4.49,1,2026-02-20 03:10:18,4.49
TX100115,CUST1021,Toaster,Appliances,25.49,2,2026-04-16 04:33:18,50.98
TX100116,CUST1005,Running Shoes,Apparel,71.99,3,2026-05-07 05:02:18,215.97
TX100117,CUST1008,Desk Chair,Furniture,149.99,2,2026-03-18 20:01:18,299.98
TX100118,CUST1131,Running Shoes,Apparel,67.99,3,2026-04-09 11:37:18,203.97
TX100119,CUST1196,Running Shoes,Apparel,79.99,1,2026-04-21 09:41:18,79.99
TX100120,CUST1185,Smartphone,Electronics,594.99,2,2026-03-09 19:14:18,1189.98
TX100121,CUST1046,Desk Chair,Furniture,127.49,3,2026-02-28 08:06:18,382.47
TX100122,CUST1057,Headphones,Electronics,89.99,2,2026-05-05 05:50:18,179.98
TX100123,CUST1163,Laptop,Electronics,849.99,2,2026-04-06 14:47:18,1699.98
TX100124,CUST1075,Coffee Maker,Appliances,44.99,3,2026-05-16 19:31:18,134.97
TX100125,CUST1089,Running Shoes,Apparel,67.99,2,2026-04-10 02:39:18,135.98
TX100126,CUST1072,Desk Chair,Furniture,134.99,2,2026-05-15 15:06:18,269.98
TX100127,CUST1083,Desk Chair,Furniture,134.99,1,2026-05-21 11:35:18,134.99
TX100128,CUST1106,Headphones,Electronics,80.99,1,2026-05-17 19:42:18,80.99
TX100129,CUST1096,Laptop,Electronics,849.99,2,2026-03-13 05:29:18,1699.98
TX100130,CUST1125,Backpack,Accessories,39.99,1,2026-02-24 08:58:18,39.99
TX100131,CUST1101,Pen Set,Stationery,4.24,3,2026-03-07 23:19:18,12.72
TX100132,CUST1057,Desk Chair,Furniture,134.99,1,2026-03-06 14:08:18,134.99
TX100133,CUST1121,Desk Chair,Furniture,149.99,2,2026-05-20 09:48:18,299.98
TX100134,CUST1159,Notebook,Stationery,2.69,1,2026-03-07 13:40:18,2.69
TX100135,CUST1160,Smartphone,Electronics,629.99,3,2026-02-27 07:12:18,1889.97
TX100136,CUST1200,Pen Set,Stationery,4.24,1,2026-04-16 08:48:18,4.24
TX100137,CUST1145,Pen Set,Stationery,4.99,3,2026-02-21 21:59:18,14.97
TX100138,CUST1052,Headphones,Electronics,76.49,3,2026-04-07 00:27:18,229.47
TX100139,CUST1016,Headphones,Electronics,89.99,3,2026-03-19 12:27:18,269.97
TX100140,CUST1164,Pen Set,Stationery,4.99,1,2026-05-03 20:22:18,4.99
TX100141,CUST1020,Notebook,Stationery,2.99,1,2026-02-23 22:22:18,2.99
TX100142,CUST1159,Backpack,Accessories,39.99,2,2026-02-20 07:29:18,79.98
TX100143,CUST1131,Headphones,Electronics,80.99,3,2026-03-09 04:20:18,242.97
TX100144,CUST1009,Running Shoes,Apparel,79.99,2,2026-03-10 20:19:18,159.98
TX100145,CUST1186,Pen Set,Stationery,4.24,2,2026-05-16 23:12:18,8.48
TX100146,CUST1096,Coffee Maker,Appliances,44.99,2,2026-04-29 13:07:18,89.98
TX100147,CUST1124,Coffee Maker,Appliances,49.99,2,2026-03-10 01:12:18,99.98
TX100148,CUST1146,Smartphone,Electronics,629.99,1,2026-05-12 08:08:18,629.99
TX100149,CUST1135,Smartphone,Electronics,594.99,2,2026-05-19 20:22:18,1189.98
TX100150,CUST1001,Smartphone,Electronics,629.99,1,2026-02-20 02:59:18,629.99
TX100151,CUST1079,Headphones,Electronics,76.49,2,2026-03-04 04:19:18,152.98
TX100152,CUST1149,Headphones,Electronics,76.49,2,2026-05-04 02:31:18,152.98
TX100153,CUST1116,Backpack,Accessories,35.99,2,2026-03-28 13:56:18,71.98
TX100154,CUST1043,Smartphone,Electronics,594.99,3,2026-03-08 23:47:18,1784.97
TX100155,CUST1036,Running Shoes,Apparel,71.99,2,2026-04-04 07:14:18,143.98
TX100156,CUST1161,Laptop,Electronics,999.99,3,2026-02-21 21:55:18,2999.97
TX100157,CUST1162,Desk Chair,Furniture,149.99,1,2026-03-18 14:48:18,149.99
TX100158,CUST1159,Headphones,Electronics,89.99,1,2026-03-14 02:16:18,89.99
TX100159,CUST1144,Pen Set,Stationery,4.24,3,2026-04-19 18:48:18,12.72
TX100160,CUST1137,Coffee Maker,Appliances,49.99,1,2026-04-11 17:19:18,49.99
TX100161,CUST1151,Headphones,Electronics,80.99,3,2026-04-19 18:38:18,242.97
TX100162,CUST1196,Pen Set,Stationery,4.49,3,2026-04-24 11:48:18,13.47
TX100163,CUST1115,Laptop,Electronics,849.99,1,2026-04-19 18:29:18,849.99
TX100164,CUST1154,Toaster,Appliances,25.49,1,2026-02-25 20:27:18,25.49
TX100165,CUST1114,Toaster,Appliances,25.49,1,2026-04-23 05:17:18,25.49
TX100166,CUST1085,Pen Set,Stationery,4.49,3,2026-05-16 08:44:18,13.47
TX100167,CUST1050,Backpack,Accessories,35.99,3,2026-03-27 07:44:18,107.97
TX100168,CUST1127,Desk Chair,Furniture,134.99,2,2026-03-22 02:33:18,269.98
TX100169,CUST1050,Desk Chair,Furniture,149.99,2,2026-05-07 14:29:18,299.98
TX100170,CUST1027,Smartphone,Electronics,629.99,3,2026-04-30 04:47:18,1889.97
TX100171,CUST1181,Laptop,Electronics,999.99,2,2026-04-27 23:33:18,1999.98
TX100172,CUST1060,Coffee Maker,Appliances,44.99,2,2026-05-21 07:18:18,89.98
TX100173,CUST1074,Desk Chair,Furniture,127.49,3,2026-05-18 09:44:18,382.47
TX100174,CUST1020,Backpack,Accessories,35.99,3,2026-05-13 21:47:18,107.97
TX100175,CUST1113,Toaster,Appliances,29.99,3,2026-02-26 17:50:18,89.97
TX100176,CUST1126,Headphones,Electronics,89.99,2,2026-03-08 00:20:18,179.98
TX100177,CUST1100,Running Shoes,Apparel,79.99,2,2026-04-17 15:57:18,159.98
TX100178,CUST1068,Headphones,Electronics,89.99,3,2026-05-12 08:12:18,269.97
TX100179,CUST1156,Pen Set,Stationery,4.24,3,2026-03-26 00:30:18,12.72
TX100180,CUST1196,Laptop,Electronics,899.99,1,2026-05-17 20:56:18,899.99
TX100181,CUST1189,Headphones,Electronics,89.99,1,2026-03-08 06:35:18,89.99
TX100182,CUST1161,Smartphone,Electronics,699.99,1,2026-04-02 07:15:18,699.99
TX100183,CUST1098,Backpack,Accessories,35.99,3,2026-02-21 13:14:18,107.97
TX100184,CUST1083,Laptop,Electronics,999.99,3,2026-02-22 03:45:18,2999.97
TX100185,CUST1044,Desk Chair,Furniture,149.99,3,2026-05-09 02:42:18,449.97
TX100186,CUST1115,Coffee Maker,Appliances,42.49,3,2026-05-20 18:10:18,127.47
TX100187,CUST1200,Headphones,Electronics,89.99,2,2026-05-02 11:39:18,179.98
TX100188,CUST1095,Running Shoes,Apparel,67.99,2,2026-04-03 11:26:18,135.98
TX100189,CUST1155,Headphones,Electronics,76.49,3,2026-05-17 14:51:18,229.47
TX100190,CUST1151,Toaster,Appliances,29.99,2,2026-05-17 14:13:18,59.98
TX100191,CUST1150,Laptop,Electronics,849.99,3,2026-02-25 07:41:18,2549.97
TX100192,CUST1122,Notebook,Stationery,2.99,3,2026-05-15 15:01:18,8.97
TX100193,CUST1069,Running Shoes,Apparel,67.99,2,2026-04-30 01:28:18,135.98
TX100194,CUST1118,Running Shoes,Apparel,79.99,3,2026-02-25 04:26:18,239.97
TX100195,CUST1190,Backpack,Accessories,35.99,2,2026-05-02 22:07:18,71.98
TX100196,CUST1008,Running Shoes,Apparel,79.99,3,2026-04-21 02:03:18,239.97
TX100197,CUST1185,Headphones,Electronics,76.49,1,2026-05-08 01:52:18,76.49
TX100198,CUST1052,Running Shoes,Apparel,79.99,3,2026-04-14 01:58:18,239.97
TX100199,CUST1158,Running Shoes,Apparel,71.99,2,2026-05-16 09:34:18,143.98
TX100200,CUST1155,Notebook,Stationery,2.99,1,2026-05-17 09:12:18,2.99
TX100201,CUST1172,Notebook,Stationery,2.54,3,2026-05-12 19:06:18,7.62
TX100202,CUST1017,Smartphone,Electronics,629.99,3,2026-04-25 01:44:18,1889.97
TX100203,CUST1120,Laptop,Electronics,849.99,3,2026-03-30 01:31:18,2549.97
TX100204,CUST1121,Coffee Maker,Appliances,49.99,3,2026-02-23 12:54:18,149.97
TX100205,CUST1064,Toaster,Appliances,25.49,2,2026-03-03 07:17:18,50.98
TX100206,CUST1077,Toaster,Appliances,29.99,3,2026-04-10 04:00:18,89.97
TX100207,CUST1055,Desk Chair,Furniture,134.99,2,2026-03-01 12:18:18,269.98
TX100208,CUST1156,Desk Chair,Furniture,127.49,2,2026-03-24 20:11:18,254.98
TX100209,CUST1103,Toaster,Appliances,25.49,3,2026-05-18 23:37:18,76.47
TX100210,CUST1117,Coffee Maker,Appliances,44.99,1,2026-05-14 12:50:18,44.99
TX100211,CUST1046,Desk Chair,Furniture,134.99,3,2026-03-27 03:21:18,404.97
TX100212,CUST1066,Laptop,Electronics,849.99,1,2026-05-20 20:51:18,849.99
TX100213,CUST1098,Desk Chair,Furniture,127.49,2,2026-03-18 05:03:18,254.98
TX100214,CUST1078,Desk Chair,Furniture,134.99,1,2026-05-16 14:49:18,134.99
TX100215,CUST1155,Running Shoes,Apparel,67.99,3,2026-04-28 10:33:18,203.97
TX100216,CUST1159,Pen Set,Stationery,4.24,1,2026-03-27 07:45:18,4.24
TX100217,CUST1036,Coffee Maker,Appliances,42.49,2,2026-04-09 11:03:18,84.98
TX100218,CUST1058,Desk Chair,Furniture,127.49,1,2026-03-31 18:08:18,127.49
TX100219,CUST1066,Headphones,Electronics,76.49,3,2026-05-14 09:56:18,229.47
TX100220,CUST1008,Running Shoes,Apparel,79.99,2,2026-03-03 17:29:18,159.98
TX100221,CUST1044,Running Shoes,Apparel,71.99,3,2026-05-03 12:06:18,215.97
TX100222,CUST1012,Pen Set,Stationery,4.99,2,2026-05-18 22:13:18,9.98
TX100223,CUST1159,Coffee Maker,Appliances,49.99,2,2026-03-29 20:14:18,99.98
TX100224,CUST1197,Desk Chair,Furniture,149.99,1,2026-03-28 02:30:18,149.99
TX100225,CUST1113,Pen Set,Stationery,4.99,2,2026-04-22 21:04:18,9.98
TX100226,CUST1089,Coffee Maker,Appliances,44.99,1,2026-02-23 22:12:18,44.99
TX100227,CUST1159,Coffee Maker,Appliances,44.99,2,2026-05-09 21:59:18,89.98
TX100228,CUST1163,Running Shoes,Apparel,71.99,2,2026-05-05 22:21:18,143.98
TX100229,CUST1199,Toaster,Appliances,25.49,2,2026-05-15 10:00:18,50.98
TX100230,CUST1059,Headphones,Electronics,89.99,2,2026-03-22 00:02:18,179.98
TX100231,CUST1039,Desk Chair,Furniture,149.99,2,2026-05-08 20:50:18,299.98
TX100232,CUST1146,Desk Chair,Furniture,127.49,2,2026-04-16 21:04:18,254.98
TX100233,CUST1006,Pen Set,Stationery,4.24,2,2026-05-05 15:20:18,8.48
TX100234,CUST1115,Notebook,Stationery,2.69,3,2026-03-23 12:05:18,8.07
TX100235,CUST1117,Desk Chair,Furniture,149.99,1,2026-04-22 18:31:18,149.99
TX100236,CUST1076,Smartphone,Electronics,629.99,1,2026-04-17 05:27:18,629.99
TX100237,CUST1192,Desk Chair,Furniture,127.49,2,2026-05-09 10:16:18,254.98
TX100238,CUST1059,Running Shoes,Apparel,71.99,2,2026-04-04 03:06:18,143.98
TX100239,CUST1119,Headphones,Electronics,89.99,2,2026-03-17 10:51:18,179.98
TX100240,CUST1090,Running Shoes,Apparel,71.99,2,2026-05-01 10:47:18,143.98
TX100241,CUST1138,Pen Set,Stationery,4.24,3,2026-03-26 02:56:18,12.72
TX100242,CUST1105,Running Shoes,Apparel,67.99,3,2026-03-22 17:31:18,203.97
TX100243,CUST1085,Laptop,Electronics,999.99,1,2026-04-01 08:55:18,999.99
TX100244,CUST1035,Smartphone,Electronics,594.99,2,2026-04-15 02:59:18,1189.98
TX100245,CUST1068,Toaster,Appliances,26.99,3,2026-04-27 01:36:18,80.97
TX100246,CUST1100,Headphones,Electronics,89.99,2,2026-03-16 07:50:18,179.98
TX100247,CUST1131,Toaster,Appliances,26.99,3,2026-04-15 23:05:18,80.97
TX100248,CUST1125,Toaster,Appliances,29.99,1,2026-03-06 21:48:18,29.99
TX100249,CUST1138,Laptop,Electronics,849.99,1,2026-04-01 21:40:18,849.99
TX100250,CUST1005,Toaster,Appliances,25.49,2,2026-04-26 18:48:18,50.98
TX100251,CUST1047,Notebook,Stationery,2.54,2,2026-02-28 15:40:18,5.08
TX100252,CUST1194,Notebook,Stationery,2.54,1,2026-03-11 14:05:18,2.54
TX100253,CUST1189,Backpack,Accessories,33.99,2,2026-03-28 02:01:18,67.98
TX100254,CUST1103,Coffee Maker,Appliances,49.99,2,2026-05-17 12:44:18,99.98
TX100255,CUST1007,Laptop,Electronics,899.99,2,2026-04-30 16:50:18,1799.98
TX100256,CUST1039,Desk Chair,Furniture,127.49,2,2026-03-13 06:24:18,254.98
TX100257,CUST1067,Smartphone,Electronics,699.99,3,2026-04-13 20:57:18,2099.97
TX100258,CUST1018,Smartphone,Electronics,594.99,3,2026-04-06 11:46:18,1784.97
TX100259,CUST1167,Running Shoes,Apparel,79.99,2,2026-04-01 08:05:18,159.98
TX100260,CUST1017,Notebook,Stationery,2.69,1,2026-03-21 22:25:18,2.69
TX100261,CUST1136,Pen Set,Stationery,4.49,1,2026-02-24 17:26:18,4.49
TX100262,CUST1195,Notebook,Stationery,2.69,1,2026-05-09 22:52:18,2.69
TX100263,CUST1063,Notebook,Stationery,2.69,1,2026-03-31 02:20:18,2.69
TX100264,CUST1191,Toaster,Appliances,26.99,2,2026-03-30 15:04:18,53.98
TX100265,CUST1109,Toaster,Appliances,26.99,2,2026-04-26 10:56:18,53.98
TX100266,CUST1131,Toaster,Appliances,26.99,3,2026-05-16 01:18:18,80.97
TX100267,CUST1160,Backpack,Accessories,39.99,2,2026-04-18 13:06:18,79.98
TX100268,CUST1098,Pen Set,Stationery,4.99,1,2026-04-20 12:25:18,4.99
TX100269,CUST1163,Backpack,Accessories,33.99,2,2026-04-20 19:47:18,67.98
TX100270,CUST1047,Laptop,Electronics,899.99,3,2026-03-03 10:16:18,2699.97
TX100271,CUST1129,Coffee Maker,Appliances,49.99,3,2026-04-24 07:15:18,149.97
TX100272,CUST1016,Toaster,Appliances,25.49,1,2026-03-02 00:24:18,25.49
TX100273,CUST1020,Toaster,Appliances,29.99,3,2026-04-25 01:55:18,89.97
TX100274,CUST1029,Running Shoes,Apparel,71.99,2,2026-04-20 23:21:18,143.98
TX100275,CUST1103,Toaster,Appliances,26.99,3,2026-05-13 16:47:18,80.97
TX100276,CUST1104,Pen Set,Stationery,4.99,3,2026-03-12 19:58:18,14.97
TX100277,CUST1181,Desk Chair,Furniture,134.99,1,2026-03-18 23:10:18,134.99
TX100278,CUST1142,Pen Set,Stationery,4.24,3,2026-04-27 18:23:18,12.72
TX100279,CUST1008,Laptop,Electronics,999.99,1,2026-04-18 13:59:18,999.99
TX100280,CUST1040,Backpack,Accessories,39.99,1,2026-05-13 08:11:18,39.99
TX100281,CUST1200,Desk Chair,Furniture,127.49,1,2026-02-26 10:46:18,127.49
TX100282,CUST1132,Coffee Maker,Appliances,44.99,1,2026-03-09 19:21:18,44.99
TX100283,CUST1098,Desk Chair,Furniture,127.49,1,2026-03-11 08:13:18,127.49
TX100284,CUST1046,Toaster,Appliances,26.99,1,2026-05-20 10:20:18,26.99
TX100285,CUST1145,Backpack,Accessories,39.99,1,2026-04-12 20:40:18,39.99
TX100286,CUST1127,Desk Chair,Furniture,149.99,3,2026-05-11 03:22:18,449.97
TX100287,CUST1078,Smartphone,Electronics,699.99,3,2026-02-27 23:57:18,2099.97
TX100288,CUST1196,Backpack,Accessories,35.99,3,2026-04-05 22:54:18,107.97
TX100289,CUST1070,Desk Chair,Furniture,134.99,3,2026-03-29 00:57:18,404.97
TX100290,CUST1052,Toaster,Appliances,25.49,3,2026-03-18 23:17:18,76.47
TX100291,CUST1029,Running Shoes,Apparel,71.99,1,2026-03-05 01:55:18,71.99
TX100292,CUST1184,Smartphone,Electronics,594.99,3,2026-04-11 03:09:18,1784.97
TX100293,CUST1182,Toaster,Appliances,25.49,1,2026-04-26 16:09:18,25.49
TX100294,CUST1048,Headphones,Electronics,80.99,2,2026-02-21 00:23:18,161.98
TX100295,CUST1002,Desk Chair,Furniture,134.99,2,2026-04-10 23:59:18,269.98
TX100296,CUST1129,Notebook,Stationery,2.99,3,2026-05-10 16:55:18,8.97
TX100297,CUST1156,Smartphone,Electronics,594.99,2,2026-04-01 14:17:18,1189.98
TX100298,CUST1050,Toaster,Appliances,26.99,2,2026-02-22 01:00:18,53.98
TX100299,CUST1029,Running Shoes,Apparel,79.99,3,2026-02-28 21:38:18,239.97
TX100300,CUST1096,Coffee Maker,Appliances,44.99,2,2026-02-21 20:37:18,89.98
TX100301,CUST1120,Desk Chair,Furniture,134.99,2,2026-03-08 05:10:18,269.98
TX100302,CUST1192,Toaster,Appliances,29.99,2,2026-05-03 08:07:18,59.98
TX100303,CUST1048,Laptop,Electronics,849.99,2,2026-03-15 15:08:18,1699.98
TX100304,CUST1035,Backpack,Accessories,39.99,2,2026-04-02 19:33:18,79.98
TX100305,CUST1150,Desk Chair,Furniture,127.49,2,2026-04-18 11:21:18,254.98
TX100306,CUST1122,Smartphone,Electronics,629.99,3,2026-04-16 12:02:18,1889.97
TX100307,CUST1133,Laptop,Electronics,999.99,2,2026-02-22 16:27:18,1999.98
TX100308,CUST1123,Backpack,Accessories,39.99,3,2026-04-01 07:19:18,119.97
TX100309,CUST1072,Smartphone,Electronics,594.99,2,2026-04-24 13:34:18,1189.98
